5/9/2019 11:40:18 PM,81
5/9/2019 11:48:23 PM,87
5/10/2019 10:07:52 AM,87
5/10/2019 10:35:39 AM,84
5/10/2019 10:55:27 AM,82
14-05-2019 11:49:07,0
14-05-2019 13:13:46,0
14-05-2019 14:52:07,22
14-05-2019 17:19:27,89
14-05-2019 17:25:14,0
14-05-2019 17:26:55,0
14-05-2019 17:27:15,0
14-05-2019 17:35:20,86
14-05-2019 17:48:06,88
14-05-2019 17:51:46,19
14-05-2019 17:55:43,0
14-05-2019 17:56:47,0
14-05-2019 17:58:14,0
14-05-2019 17:58:51,0
14-05-2019 17:59:33,0
14-05-2019 18:13:39,0
14-05-2019 18:32:58,92
14-05-2019 19:02:07,46
14-05-2019 19:06:21,0
14-05-2019 19:11:12,0
15-05-2019 09:42:38,0
15-05-2019 09:46:48,7
15-05-2019 09:48:03,0
15-05-2019 09:49:18,0
15-05-2019 09:52:02,0
15-05-2019 09:52:42,0
